Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
5000, 1, 5.710000, 0.000000, 3.440000, 0.440000, 3.750000, 0.440000, 4.060000, 0.440000, 4.360000, 0.440000, 
5000, 10, 6.360000, 0.010000, 3.750000, 0.440000, 4.060000, 0.440000, 4.360000, 0.440000, 4.660000, 0.440000, 
5000, 20, 7.000000, 0.000000, 4.060000, 0.440000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 
5000, 30, 7.650000, 10.000000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
5000, 40, 8.280000, 0.100000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
5000, 50, 8.910000, 1.000000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 
5000, 60, 53.100000, 0.001000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 
5000, 70, 97.820000, 0.010000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
5000, 80, 152.130000, 1.000000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5000, 90, 186.320000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5000, 100, 249.480000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 1, 6.360000, 0.010000, 3.750000, 0.440000, 4.060000, 0.440000, 4.360000, 0.440000, 4.660000, 0.440000, 
6000, 10, 7.000000, 0.000000, 4.060000, 0.440000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 
6000, 20, 7.650000, 10.000000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
6000, 30, 8.280000, 0.100000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
6000, 40, 8.910000, 1.000000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 
6000, 50, 53.100000, 0.001000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 
6000, 60, 97.820000, 0.010000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 70, 152.130000, 1.000000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 80, 186.320000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 90, 249.480000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 100, 286.250000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 1, 7.000000, 0.000000, 4.060000, 0.440000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 
7000, 10, 7.650000, 10.000000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
7000, 20, 8.280000, 0.100000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
7000, 30, 8.910000, 1.000000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 
7000, 40, 53.100000, 0.001000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 
7000, 50, 97.820000, 0.010000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 60, 152.130000, 1.000000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 70, 186.320000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 80, 249.480000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 90, 286.250000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 100, 357.520000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 1, 7.650000, 10.000000, 4.360000, 0.440000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
8000, 10, 8.280000, 0.100000, 4.660000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 
8000, 20, 8.910000, 1.000000, 4.980000, 0.440000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 
8000, 30, 53.100000, 0.001000, 4.980000, 0.440000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 
8000, 40, 97.820000, 0.010000, 4.980000, 0.440000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 50, 152.130000, 1.000000, 4.990000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 60, 186.320000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 70, 249.480000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
