Weights are nan - discard trial 2,4800,0,
Weights are nan - discard trial 2,4800,3,
Weights are nan - discard trial 2,7200,2,
Weights are nan - discard trial 2,9600,0,
Weights are nan - discard trial 2,14400,3,
Weights are nan - discard trial 2,19200,1,
Weights are nan - discard trial 2,19200,2,
Weights are nan - discard trial 2,24000,0,
Weights are nan - discard trial 2,24000,3,
Weights are nan - discard trial 8,16800,3,
Weights are nan - discard trial 8,21600,0,
Weights are nan - discard trial 8,24000,1,
Weights are nan - discard trial 10,4800,3,
Weights are nan - discard trial 10,9600,1,
Weights are nan - discard trial 10,9600,2,
Weights are nan - discard trial 10,16800,0,
Weights are nan - discard trial 10,16800,1,
Weights are nan - discard trial 10,16800,2,
Weights are nan - discard trial 10,24000,0,
Weights are nan - discard trial 10,24000,1,
Weights are nan - discard trial 10,24000,3,
Weights are nan - discard trial 12,1,0,
Weights are nan - discard trial 12,1,1,
Weights are nan - discard trial 12,1,2,
Weights are nan - discard trial 12,1,3,
Weights are nan - discard trial 12,4800,0,
Weights are nan - discard trial 12,4800,2,
Weights are nan - discard trial 12,4800,3,
Weights are nan - discard trial 12,7200,1,
Weights are nan - discard trial 12,7200,3,
Weights are nan - discard trial 14,2400,2,
Weights are nan - discard trial 14,2400,3,
Weights are nan - discard trial 14,4800,0,
Weights are nan - discard trial 14,4800,1,
Weights are nan - discard trial 14,4800,2,
Weights are nan - discard trial 16,1,0,
Weights are nan - discard trial 16,1,1,
Weights are nan - discard trial 16,1,2,
Weights are nan - discard trial 16,1,3,
Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
1, 1, 0.440000, 0.010000, 0.000000, 0.313423, 0.000000, 0.209642, 0.000000, 0.170674, 0.000000, 0.095979, 
1, 2400, 0.400000, 0.001000, 0.000000, 0.209642, 0.000000, 0.170674, 0.000000, 0.095979, 0.000000, 0.103501, 
1, 4800, 0.390000, 100.000000, 0.000000, 0.170674, 0.000000, 0.095979, 0.000000, 0.103501, 0.000000, 0.103021, 
1, 7200, 0.390000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.103501, 0.000000, 0.103021, 0.000000, 0.095979, 
1, 9600, 0.390000, 0.100000, 0.000000, 0.103501, 0.000000, 0.103021, 0.000000, 0.095979, 0.000000, 0.144069, 
1, 12000, 0.390000, 1.000000, 0.000000, 0.103021, 0.000000, 0.095979, 0.000000, 0.144069, 0.000000, 0.095979, 
1, 14400, 0.400000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.144069, 0.000000, 0.095979, 0.000000, 0.128666, 
1, 16800, 0.410000, 0.001000, 0.000000, 0.144069, 0.000000, 0.095979, 0.000000, 0.128666, 0.000000, 0.095979, 
1, 19200, 0.400000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.128666, 0.000000, 0.095979, 0.000000, 0.095979, 
1, 21600, 0.400000, 10.000000, 0.000000, 0.128666, 0.000000, 0.095979, 0.000000, 0.095979, 0.390000, 0.095979, 
1, 24000, 0.460000, 0.000000, 0.000000, 0.095979, 0.000000, 0.095979, 0.390000, 0.095979, 0.760000, 0.132066, 
2, 1, 0.400000, 0.001000, 0.000000, 0.209642, 0.000000, 0.170674, 0.000000, 0.095979, 0.000000, 0.103501, 
2, 2400, 0.390000, 100.000000, 0.000000, 0.170674, 0.000000, 0.095979, 0.000000, 0.103501, 0.000000, 0.103021, 
2, 4800, 0.390000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.103501, 0.000000, 0.103021, 0.000000, 0.095979, 
2, 7200, 0.390000, 0.100000, 0.000000, 0.103501, 0.000000, 0.103021, 0.000000, 0.095979, 0.000000, 0.144069, 
2, 9600, 0.390000, 1.000000, 0.000000, 0.103021, 0.000000, 0.095979, 0.000000, 0.144069, 0.000000, 0.095979, 
2, 12000, 0.400000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.144069, 0.000000, 0.095979, 0.000000, 0.128666, 
2, 14400, 0.410000, 0.001000, 0.000000, 0.144069, 0.000000, 0.095979, 0.000000, 0.128666, 0.000000, 0.095979, 
2, 16800, 0.400000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.128666, 0.000000, 0.095979, 0.000000, 0.095979, 
2, 19200, 0.400000, 10.000000, 0.000000, 0.128666, 0.000000, 0.095979, 0.000000, 0.095979, 0.390000, 0.095979, 
2, 21600, 0.460000, 0.000000, 0.000000, 0.095979, 0.000000, 0.095979, 0.390000, 0.095979, 0.760000, 0.132066, 
2, 24000, 0.400000, 0.001000, 0.000000, 0.095979, 0.390000, 0.095979, 0.760000, 0.132066, 1.210000, 0.116503, 
4, 1, 0.390000, 100.000000, 0.000000, 0.170674, 0.000000, 0.095979, 0.000000, 0.103501, 0.000000, 0.103021, 
4, 2400, 0.390000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.103501, 0.000000, 0.103021, 0.000000, 0.095979, 
4, 4800, 0.390000, 0.100000, 0.000000, 0.103501, 0.000000, 0.103021, 0.000000, 0.095979, 0.000000, 0.144069, 
4, 7200, 0.390000, 1.000000, 0.000000, 0.103021, 0.000000, 0.095979, 0.000000, 0.144069, 0.000000, 0.095979, 
4, 9600, 0.400000, 1000.000000, 0.000000, 0.095979, 0.000000, 0.144069, 0.000000, 0.095979, 0.000000, 0.128666, 
