Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
7000, 40, 6.260000, 1000.000000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 
7000, 50, 11.350000, 0.001000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 60, 16.390000, 1.000000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 70, 21.500000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 80, 26.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 90, 32.210000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 100, 37.550000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 1, 1.510000, 100.000000, 0.520000, 0.440000, 0.560000, 0.440000, 0.600000, 0.440000, 0.600000, 0.570000, 
8000, 10, 1.590000, 1000.000000, 0.560000, 0.440000, 0.600000, 0.440000, 0.600000, 0.570000, 0.600000, 0.440000, 
8000, 20, 1.680000, 100.000000, 0.600000, 0.440000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 
8000, 30, 6.260000, 1000.000000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 
8000, 40, 11.350000, 0.001000, 0.600000, 0.440000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 50, 16.390000, 1.000000, 0.600000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 60, 21.500000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 70, 26.950000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 80, 32.210000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 90, 37.550000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8000, 100, 42.680000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 1, 1.590000, 1000.000000, 0.560000, 0.440000, 0.600000, 0.440000, 0.600000, 0.570000, 0.600000, 0.440000, 
9000, 10, 1.680000, 100.000000, 0.600000, 0.440000, 0.600000, 0.570000, 0.600000, 0.440000, 0.600000, 0.440000, 
