Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
1, 1, 2.390000, 1000.000000, 1.530000, 0.440000, 1.950000, 0.440000, 2.140000, 0.560000, 2.440000, 0.440000, 
1, 10, 3.200000, 0.001000, 1.950000, 0.440000, 2.140000, 0.560000, 2.440000, 0.440000, 2.740000, 0.440000, 
1, 20, 4.040000, 10.000000, 2.140000, 0.560000, 2.440000, 0.440000, 2.740000, 0.440000, 3.050000, 0.440000, 
1, 30, 4.220000, 100.000000, 2.440000, 0.440000, 2.740000, 0.440000, 3.050000, 0.440000, 3.350000, 0.440000, 
1, 40, 4.850000, 1.000000, 2.740000, 0.440000, 3.050000, 0.440000, 3.350000, 0.440000, 3.650000, 0.440000, 
1, 50, 5.490000, 100.000000, 3.050000, 0.440000, 3.350000, 0.440000, 3.650000, 0.440000, 3.960000, 0.440000, 
1, 60, 6.120000, 0.010000, 3.350000, 0.440000, 3.650000, 0.440000, 3.960000, 0.440000, 4.250000, 0.440000, 
1, 70, 6.750000, 0.000000, 3.650000, 0.440000, 3.960000, 0.440000, 4.250000, 0.440000, 4.550000, 0.440000, 
1, 80, 7.420000, 10.000000, 3.960000, 0.440000, 4.250000, 0.440000, 4.550000, 0.440000, 4.550000, 0.440000, 
1, 90, 8.040000, 0.100000, 4.250000, 0.440000, 4.550000, 0.440000, 4.550000, 0.440000, 4.560000, 0.440000, 
1, 100, 8.700000, 1.000000, 4.550000, 0.440000, 4.550000, 0.440000, 4.560000, 0.440000, 4.550000, 0.440000, 
1000, 1, 3.200000, 0.001000, 1.950000, 0.440000, 2.140000, 0.560000, 2.440000, 0.440000, 2.740000, 0.440000, 
1000, 10, 4.040000, 10.000000, 2.140000, 0.560000, 2.440000, 0.440000, 2.740000, 0.440000, 3.050000, 0.440000, 
1000, 20, 4.220000, 100.000000, 2.440000, 0.440000, 2.740000, 0.440000, 3.050000, 0.440000, 3.350000, 0.440000, 
1000, 30, 4.850000, 1.000000, 2.740000, 0.440000, 3.050000, 0.440000, 3.350000, 0.440000, 3.650000, 0.440000, 
1000, 40, 5.490000, 100.000000, 3.050000, 0.440000, 3.350000, 0.440000, 3.650000, 0.440000, 3.960000, 0.440000, 
1000, 50, 6.120000, 0.010000, 3.350000, 0.440000, 3.650000, 0.440000, 3.960000, 0.440000, 4.250000, 0.440000, 
1000, 60, 6.750000, 0.000000, 3.650000, 0.440000, 3.960000, 0.440000, 4.250000, 0.440000, 4.550000, 0.440000, 
1000, 70, 7.420000, 10.000000, 3.960000, 0.440000, 4.250000, 0.440000, 4.550000, 0.440000, 4.550000, 0.440000, 
1000, 80, 8.040000, 0.100000, 4.250000, 0.440000, 4.550000, 0.440000, 4.550000, 0.440000, 4.560000, 0.440000, 
1000, 90, 8.700000, 1.000000, 4.550000, 0.440000, 4.550000, 0.440000, 4.560000, 0.440000, 4.550000, 0.440000, 
1000, 100, 49.180000, 0.001000, 4.550000, 0.440000, 4.560000, 0.440000, 4.550000, 0.440000, 0.000000, 0.000000, 
2000, 1, 4.040000, 10.000000, 2.140000, 0.560000, 2.440000, 0.440000, 2.740000, 0.440000, 3.050000, 0.440000, 
2000, 10, 4.220000, 100.000000, 2.440000, 0.440000, 2.740000, 0.440000, 3.050000, 0.440000, 3.350000, 0.440000, 
2000, 20, 4.850000, 1.000000, 2.740000, 0.440000, 3.050000, 0.440000, 3.350000, 0.440000, 3.650000, 0.440000, 
2000, 30, 5.490000, 100.000000, 3.050000, 0.440000, 3.350000, 0.440000, 3.650000, 0.440000, 3.960000, 0.440000, 
2000, 40, 6.120000, 0.010000, 3.350000, 0.440000, 3.650000, 0.440000, 3.960000, 0.440000, 4.250000, 0.440000, 
