Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
5000, 100, 262.130000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 1, 6.570000, 0.010000, 3.650000, 0.440000, 3.930000, 0.440000, 4.250000, 0.440000, 4.560000, 0.440000, 
6000, 10, 7.200000, 0.000000, 3.930000, 0.440000, 4.250000, 0.440000, 4.560000, 0.440000, 4.850000, 0.440000, 
6000, 20, 7.850000, 10.000000, 4.250000, 0.440000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
6000, 30, 8.470000, 0.100000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
6000, 40, 9.130000, 1.000000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 
6000, 50, 55.310000, 0.001000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 
6000, 60, 108.070000, 0.010000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 70, 157.870000, 1.000000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 80, 210.010000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 90, 262.130000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6000, 100, 318.610000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
7000, 1, 7.200000, 0.000000, 3.930000, 0.440000, 4.250000, 0.440000, 4.560000, 0.440000, 4.850000, 0.440000, 
7000, 10, 7.850000, 10.000000, 4.250000, 0.440000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
7000, 20, 8.470000, 0.100000, 4.560000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 
7000, 30, 9.130000, 1.000000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 
7000, 40, 55.310000, 0.001000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 
